"","siteName","studyCode","investigators","first_year","last_year","latitude","longitude","elevation","species","reference","doi","contr_year","NOAAStudyId","NOAASiteId","url"
"109","Black Hills Plot 206","US206001","Brown, P.M.",1500,2000,43.75,-103.77,1771,"PIPO",NA,NA,2003,"2020","20119","https://www.ncdc.noaa.gov/paleo/study/2020"
"110","Black Hills Plot 207","US207001","Brown, P.M.",1220,2000,43.77,-103.85,1784,"PIPO",NA,NA,2009,"2021","20120","https://www.ncdc.noaa.gov/paleo/study/2021"
"111","Black Hills Plot 208","US208001","Brown, P.M.",1500,2000,43.77,-103.78,1900,"PIPO",NA,NA,2008,"2022","20121","https://www.ncdc.noaa.gov/paleo/study/2022"
"112","Black Hills Plot 209","US209001","Brown, P.M.",1500,2000,43.78,-103.82,1884,"PIPO",NA,NA,2003,"2023","20122","https://www.ncdc.noaa.gov/paleo/study/2023"
"113","Black Hills Plot 210","US210001","Brown, P.M.",1500,2000,43.8,-103.87,1832,"PIPO",NA,NA,2009,"2024","20123","https://www.ncdc.noaa.gov/paleo/study/2024"
"114","Black Hills Plot 212","US212001","Brown, P.M.",1500,2000,43.82,-103.85,1915,"PIPO",NA,NA,2008,"2025","20124","https://www.ncdc.noaa.gov/paleo/study/2025"
"115","Black Hills Plot 213","US213001","Brown, P.M.",1500,2000,43.75,-103.8,1859,"PIPO",NA,NA,2004,"2026","20125","https://www.ncdc.noaa.gov/paleo/study/2026"
"116","Black Mountain CO","USBLM001","Brown, P.M.",1450,2000,37.87,-105.27,2730,"PIPO",NA,NA,2008,"2027","20126","https://www.ncdc.noaa.gov/paleo/study/2027"
"117","Cheesman Lake North","USCHN001","Brown, P.M.",1100,2000,39.2,-105.27,2165,"PIPO, PSME",NA,NA,2008,"2028","20127","https://www.ncdc.noaa.gov/paleo/study/2028"
"118","Cheesman Lake South","USCHS001","Brown, P.M.",1100,2000,39.15,-105.28,2195,"PIPO, PSME",NA,NA,2008,"2029","20128","https://www.ncdc.noaa.gov/paleo/study/2029"
"119","Cherry Canyon NM","USCHR001","Brown, P.M.",1638,1995,32.83,-105.47,2260,"PIPO, QUGA",NA,NA,2008,"2030","20129","https://www.ncdc.noaa.gov/paleo/study/2030"
"120","Cold Springs Creek","USCSC001","Brown, P.M.",1450,1996,44.37,-104.15,1360,"PIPO",NA,NA,2008,"2031","20130","https://www.ncdc.noaa.gov/paleo/study/2031"
"121","Cosmic Ray Obs","USCRO001","Brown, P.M.",1420,2000,32.8,-105.8,2900,"ABCO, PPTR, PSME",NA,NA,2008,"2032","20131","https://www.ncdc.noaa.gov/paleo/study/2032"
"122","Custer","USCUS001","Brown, P.M.",1500,1995,43.8,-103.53,1700,"PIPO",NA,NA,2008,"2033","20132","https://www.ncdc.noaa.gov/paleo/study/2033"
"123","Dead Horse Flats","USDHF001","Brown, P.M.",1450,1995,43.8,-103.87,1740,"PIPO",NA,NA,2008,"2034","20133","https://www.ncdc.noaa.gov/paleo/study/2034"
"124","Deerfield Reservoir","USDER001","Brown, P.M.",1650,1995,44.15,-103.87,2040,"PIPO",NA,NA,2008,"2035","20134","https://www.ncdc.noaa.gov/paleo/study/2035"
"125","Delworth","USDEL001","Brown, P.M.",1550,2000,32.85,-105.75,2580,"ABCO, PIST, PSME",NA,NA,2008,"2036","20135","https://www.ncdc.noaa.gov/paleo/study/2036"
"126","Denny Hill","USDEH001","Brown, P.M.",1640,2000,32.83,-105.53,2310,"JUDE, PIPO, QUGA",NA,NA,2008,"2037","20136","https://www.ncdc.noaa.gov/paleo/study/2037"
"127","Fir Campground","USFCF001","Brown, P.M.",1500,2000,32.98,-105.47,2700,"ABCO, PIPO, PIST, PSME",NA,NA,2008,"2038","20137","https://www.ncdc.noaa.gov/paleo/study/2038"
"128","Gillette Prairie","USGIL001","Brown, P.M.",1600,1995,44.05,-103.7,2100,"PIPO",NA,NA,2008,"2039","20138","https://www.ncdc.noaa.gov/paleo/study/2039"
"129","Gobbler Ridge","USGOB001","Brown, P.M.",1450,1995,43.53,-103.47,1240,"PIPO",NA,NA,2008,"2040","20139","https://www.ncdc.noaa.gov/paleo/study/2040"
"130","Hill City","USHIC001","Brown, P.M.",1500,1995,44.05,-103.53,1580,"PIPO",NA,NA,2008,"2041","20140","https://www.ncdc.noaa.gov/paleo/study/2041"
"131","Hot Creek","USHCK001","Brown, P.M.",1300,2000,37.3,-106.27,2615,"PIPO",NA,NA,2008,"2042","20141","https://www.ncdc.noaa.gov/paleo/study/2042"
"132","James Ridge","USJAM001","Brown, P.M.",1650,2000,32.97,-105.6,2530,"JUDE, PIPO, PSME, QUGA",NA,NA,2008,"2043","20142","https://www.ncdc.noaa.gov/paleo/study/2043"
"133","Jewel Cave Central","USJCC001","Brown, P.M.",1300,1995,43.75,-103.83,1690,"PIPO",NA,NA,2008,"2044","20143","https://www.ncdc.noaa.gov/paleo/study/2044"
"134","Jewel Cave East","USJCE001","Brown, P.M.",1550,1995,43.73,-103.83,1720,"PIPO",NA,NA,2008,"2045","20144","https://www.ncdc.noaa.gov/paleo/study/2045"
"135","Jewel Cave North","USJCN001","Brown, P.M.",1500,1995,43.73,-103.85,1710,"PIPO",NA,NA,2008,"2046","20145","https://www.ncdc.noaa.gov/paleo/study/2046"
"136","Jewel Cave South","USJCS001","Brown, P.M.",1550,1995,43.73,-103.83,1620,"PIPO",NA,NA,2008,"2047","20146","https://www.ncdc.noaa.gov/paleo/study/2047"
"137","Left Hand Canyon","USLEF001","Brown, P.M.",1500,1995,40.07,-105.48,2615,"PIPO, PSME",NA,NA,2008,"2048","20147","https://www.ncdc.noaa.gov/paleo/study/2048"
"138","Lone Pine","USLPI001","Brown, P.M.",1400,2000,40.83,-105.47,2370,"PICO, PIPO, PSME",NA,NA,2008,"2049","20148","https://www.ncdc.noaa.gov/paleo/study/2049"
"139","Lone Pine Upper","USLPU001","Brown, P.M.",1400,2000,40.82,-105.45,2395,"PICO, PIPO, PPTR, PSME",NA,NA,2008,"2050","20149","https://www.ncdc.noaa.gov/paleo/study/2050"
"140","Lower Escondido","USMCR001","Brown, P.M.",1608,1995,32.73,-105.83,2220,"JUDE, PIED, PIPO",NA,NA,2008,"2051","20150","https://www.ncdc.noaa.gov/paleo/study/2051"
"141","Lower Pine Spring","USLPS001","Brown, P.M.",1602,1995,32.72,-105.82,2280,"JUDE, PIED, PIPO",NA,NA,2008,"2052","20151","https://www.ncdc.noaa.gov/paleo/study/2052"
"142","Lower San Andreas","USSAC001","Brown, P.M.",1590,1995,32.8,-105.87,2300,"PIPO, QUGA",NA,NA,2008,"2053","20152","https://www.ncdc.noaa.gov/paleo/study/2053"
"143","M Kaufmanns Cabin","USMKC001","Brown, P.M.",1550,2000,40.4,-105.2,2145,"PIPO",NA,NA,2008,"2054","20153","https://www.ncdc.noaa.gov/paleo/study/2054"
"144","Manitou Demo Plot","USMDP001","Brown, P.M.",1172,2000,39.07,-105.07,2400,"PIPO",NA,NA,2008,"2055","20154","https://www.ncdc.noaa.gov/paleo/study/2055"
"145","Manitou Old Growth","USMOG001","Brown, P.M.",1172,2000,39.1,-105.1,2385,"PIPO",NA,NA,2008,"2056","20155","https://www.ncdc.noaa.gov/paleo/study/2056"
"146","Mica Mine","USMMF001","Brown, P.M.",1400,1995,40.15,-105.37,2235,"PIPO, PSME",NA,NA,2008,"2057","20156","https://www.ncdc.noaa.gov/paleo/study/2057"
"147","Missouri Gulch","USMIG001","Brown, P.M.",1300,2000,39.15,-105.05,2650,"PICO, PIFL, PIPO, PSME",NA,NA,2008,"2058","20157","https://www.ncdc.noaa.gov/paleo/study/2058"
"148","Monument Canyon","USMON002","Brown, P.M.",1690,2000,32.67,-105.65,2430,"PIPO, PSME",NA,NA,2008,"2059","20158","https://www.ncdc.noaa.gov/paleo/study/2059"
"149","Monument Canyon Upper","USMNU001","Brown, P.M.",1550,2000,32.68,-105.67,2570,"ABCO, PIST, PPTR, PSME",NA,NA,2008,"2060","20159","https://www.ncdc.noaa.gov/paleo/study/2060"
"150","Moon Campground","USMON001","Brown, P.M.",1500,1995,44.05,-103.87,2000,"PIPO",NA,NA,2008,"2061","20160","https://www.ncdc.noaa.gov/paleo/study/2061"
"151","Nemo","USNEM001","Brown, P.M.",1550,1995,44.23,-103.53,1600,"PIPO",NA,NA,2008,"2062","20161","https://www.ncdc.noaa.gov/paleo/study/2062"
"152","O'Neill Pass","USONP001","Brown, P.M.",1600,1995,44.23,-103.87,1940,"PIPO",NA,NA,2008,"2064","20163","https://www.ncdc.noaa.gov/paleo/study/2064"
"153","Old Tree Cluster","USCHL001","Brown, P.M.",1100,2000,39.13,-105.3,2165,"PIPO",NA,NA,2008,"2063","20162","https://www.ncdc.noaa.gov/paleo/study/2063"
"154","Parachute Hill","USPAF001","Brown, P.M.",1600,2000,40.23,-105.47,2620,"PIPO, PSME",NA,NA,2008,"2065","20164","https://www.ncdc.noaa.gov/paleo/study/2065"
"155","Peake Canyon","USPEA001","Brown, P.M.",1550,2000,32.9,-105.72,2720,"ABCO, PIST, PSME",NA,NA,2008,"2066","20165","https://www.ncdc.noaa.gov/paleo/study/2066"
"156","Pigtail Bridge","USPIG001","Brown, P.M.",1500,1995,43.63,-103.5,1370,"PIPO",NA,NA,2008,"2067","20166","https://www.ncdc.noaa.gov/paleo/study/2067"
"157","Pines at Sunspot","USPSS001","Brown, P.M.",1640,2000,32.8,-105.8,2850,"ABCO, PIPO, PSME",NA,NA,2008,"2068","20167","https://www.ncdc.noaa.gov/paleo/study/2068"
"158","Reynold's Prairie","USREY001","Brown, P.M.",1500,1996,44.15,-103.7,1760,"PIPO",NA,NA,2008,"2069","20168","https://www.ncdc.noaa.gov/paleo/study/2069"
"159","Riflepit Gulch East","USRPE001","Brown, P.M.",1450,1995,44.28,-104.05,1870,"PIPO",NA,NA,2008,"2070","20169","https://www.ncdc.noaa.gov/paleo/study/2070"
"160","Riflepit Gulch North","USRPN001","Brown, P.M.",1550,1995,44.3,-104.05,1860,"PIPO",NA,NA,2008,"2071","20170","https://www.ncdc.noaa.gov/paleo/study/2071"
"161","Riflepit Gulch West","USRPW001","Brown, P.M.",1550,1995,44.28,-104.07,1890,"PIPO",NA,NA,2008,"2072","20171","https://www.ncdc.noaa.gov/paleo/study/2072"
"162","Silver City","USSLC001","Brown, P.M.",1450,1995,44.15,-103.53,1460,"PIPO",NA,NA,2008,"2073","20172","https://www.ncdc.noaa.gov/paleo/study/2073"
"163","Spearfish Canyon North","USSCN001","Brown, P.M.",1550,1995,44.22,-103.82,1900,"PIPO",NA,NA,2008,"2074","20173","https://www.ncdc.noaa.gov/paleo/study/2074"
"164","Sunspot USSSP001","USSSP001","Brown, P.M.",1600,2000,32.8,-105.82,2820,"ABCO, PIST, PSME",NA,NA,2008,"2075","20174","https://www.ncdc.noaa.gov/paleo/study/2075"
"165","Upper Pine Creek","USUPC001","Brown, P.M.",1500,1995,43.88,-103.5,1680,"PIPO",NA,NA,2008,"2076","20175","https://www.ncdc.noaa.gov/paleo/study/2076"
"166","Upper Pine Mid-Basin","USUPM001","Brown, P.M.",1600,1996,43.88,-103.52,1700,"PIPO",NA,NA,2008,"2077","20176","https://www.ncdc.noaa.gov/paleo/study/2077"
"167","Upper Pine Spring","USUPS001","Brown, P.M.",1500,1995,32.73,-105.82,2720,"PIPO, PIST, PSME",NA,NA,2008,"2078","20177","https://www.ncdc.noaa.gov/paleo/study/2078"
"168","Upper San Andreas","USUSA001","Brown, P.M.",1538,1995,32.82,-105.83,2750,"ABCO, PIPO, PIST, PSME",NA,NA,2008,"2079","20178","https://www.ncdc.noaa.gov/paleo/study/2079"
"169","Washout Gulch Burn","USWGB001","Brown, P.M.",1400,2000,40.73,-105.67,2505,"PIPO, PPTR, PSME",NA,NA,2008,"2080","20179","https://www.ncdc.noaa.gov/paleo/study/2080"
"170","Water Canyon","USWAC001","Brown, P.M.",1620,2000,32.77,-105.75,2730,"ABCO, PSME",NA,NA,2008,"2081","20180","https://www.ncdc.noaa.gov/paleo/study/2081"
"171","Wet Mountains South","USWMS001","Brown, P.M.",1450,2000,37.93,-105.23,2680,"PIPO",NA,NA,2008,"2082","20181","https://www.ncdc.noaa.gov/paleo/study/2082"
"172","Wind Cave North","USWCN001","Brown, P.M.",1500,1995,43.65,-103.52,1470,"PIPO",NA,NA,2008,"2083","20182","https://www.ncdc.noaa.gov/paleo/study/2083"
"173","Pat Scott Peak","USPSC001","Danzer, S.; Swetnam, T.W.",1499,1994,31.43,-110.35,2370,"",NA,NA,2004,"2089","20188","https://www.ncdc.noaa.gov/paleo/study/2089"
"174","Sawmill Canyon AZ","USSAW001","Danzer, S.; Swetnam, T.W.",1499,1995,31.45,-110.37,1595,"",NA,NA,2008,"2090","20189","https://www.ncdc.noaa.gov/paleo/study/2090"
"175","Chimney Springs","USCHS002","Dieterich, J.; Stokes, M.A.; Swetnam, T.W.",1600,1976,35.27,-111.68,2275,"PIPO",NA,NA,2008,"2094","20193","https://www.ncdc.noaa.gov/paleo/study/2094"
"176","Thomas Creek","USTHC001","Dieterich, J.; Swetnam, T.W.",1608,1978,33.67,-109.28,2667,"PIPO",NA,NA,2008,"2095","20194","https://www.ncdc.noaa.gov/paleo/study/2095"
"177","39 Mile Mtn","US39M001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1335,1996,38.82,-105.5,3108,"PIAR",NA,NA,2004,"2096","20195","https://www.ncdc.noaa.gov/paleo/study/2096"
"178","Al Gulch","USALG001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1313,1997,39.27,-105.6,2987,"PIAR, PIFL",NA,NA,2004,"2097","20196","https://www.ncdc.noaa.gov/paleo/study/2097"
"179","BSA Shortcut","USBSA001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1490,1997,38.93,-105.37,2621,"PIFL, PIPO",NA,NA,2008,"2099","20198","https://www.ncdc.noaa.gov/paleo/study/2099"
"180","Badger Mtn","USBAD001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1350,1996,39.07,-105.55,3078,"PIAR, PIFL, PIPO, PSME",NA,NA,2008,"2098","20197","https://www.ncdc.noaa.gov/paleo/study/2098"
"181","China Wall","USCHI001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1577,1996,39.12,-105.47,2743,"PIPO",NA,NA,2004,"2100","20199","https://www.ncdc.noaa.gov/paleo/study/2100"
"182","Crooked Creek","USCRO002","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1429,1997,39.3,-105.95,3048,"PIAR",NA,NA,2008,"2101","20200","https://www.ncdc.noaa.gov/paleo/study/2101"
"183","Ouzel","USOUZ001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1549,1997,39.32,-105.18,1996,"PIPO",NA,NA,2004,"2102","20201","https://www.ncdc.noaa.gov/paleo/study/2102"
"184","Peabody Spur","USPEA002","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1200,1997,39.33,-105.92,3048,"PIAR, PICO, PIEN, PIFL",NA,NA,2008,"2103","20202","https://www.ncdc.noaa.gov/paleo/study/2103"
"185","RR Radio Tower","USRRR001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1669,1997,39.17,-105.03,3030,"PICO",NA,NA,2008,"2104","20203","https://www.ncdc.noaa.gov/paleo/study/2104"
"186","Rye Slough","USRYE001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1200,1996,38.73,-105.67,2865,"PIAR",NA,NA,2008,"2105","20204","https://www.ncdc.noaa.gov/paleo/study/2105"
"187","Salt Creek","USSAL001","Donnegan, J.A.; Veblen, T.T.; Sibold, J.S.",1209,1996,38.92,-105.95,2865,"PIPO",NA,NA,2008,"2106","20205","https://www.ncdc.noaa.gov/paleo/study/2106"
"188","Entiat Mud Creek Aspect Polygon 165","USENT165","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1652,1994,47.8,-120.33,NA,"PIPO",NA,NA,2008,"2107","20206","https://www.ncdc.noaa.gov/paleo/study/2107"
"189","Entiat Mud Creek Aspect Polygon 167","USENT167","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1515,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2005,"2108","20207","https://www.ncdc.noaa.gov/paleo/study/2108"
"190","Entiat Mud Creek Aspect Polygon 196","USENT196","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1745,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2109","20208","https://www.ncdc.noaa.gov/paleo/study/2109"
"191","Entiat Mud Creek Aspect Polygon 199","USENT199","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1574,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2110","20209","https://www.ncdc.noaa.gov/paleo/study/2110"
"192","Entiat Mud Creek Aspect Polygon 200","USENT200","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1656,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2111","20210","https://www.ncdc.noaa.gov/paleo/study/2111"
"193","Entiat Mud Creek Aspect Polygon 201","USENT201","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1703,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2112","20211","https://www.ncdc.noaa.gov/paleo/study/2112"
"194","Entiat Mud Creek Aspect Polygon 202","USENT202","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1600,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2113","20212","https://www.ncdc.noaa.gov/paleo/study/2113"
"195","Entiat Mud Creek Aspect Polygon 203","USENT203","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1660,1994,47.8,-120.33,NA,"PIPO",NA,NA,2008,"2114","20213","https://www.ncdc.noaa.gov/paleo/study/2114"
"196","Entiat Mud Creek Aspect Polygon 204","USENT204","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1506,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2115","20214","https://www.ncdc.noaa.gov/paleo/study/2115"
"197","Entiat Mud Creek Aspect Polygon 205","USENT205","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1666,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2116","20215","https://www.ncdc.noaa.gov/paleo/study/2116"
"198","Entiat Mud Creek Aspect Polygon 206","USENT206","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1619,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2117","20216","https://www.ncdc.noaa.gov/paleo/study/2117"
"199","Entiat Mud Creek Aspect Polygon 207","USENT207","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1710,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2118","20217","https://www.ncdc.noaa.gov/paleo/study/2118"
"200","Entiat Mud Creek Aspect Polygon 208","USENT208","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1660,1994,47.8,-120.33,NA,"PIPO",NA,NA,2008,"2119","20218","https://www.ncdc.noaa.gov/paleo/study/2119"
"201","Entiat Mud Creek Aspect Polygon 209","USENT209","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1509,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2005,"2120","20219","https://www.ncdc.noaa.gov/paleo/study/2120"
"202","Entiat Mud Creek Aspect Polygon 211","USENT211","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1618,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2121","20220","https://www.ncdc.noaa.gov/paleo/study/2121"
"203","Entiat Mud Creek Aspect Polygon 230","USENT230","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1673,1994,47.8,-120.33,NA,"PIPO, PSME",NA,NA,2008,"2122","20221","https://www.ncdc.noaa.gov/paleo/study/2122"
"204","Frosty Aspect Polygon 1","USFRS001","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1312,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2123","20222","https://www.ncdc.noaa.gov/paleo/study/2123"
"205","Frosty Aspect Polygon 2","USFRS002","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1354,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2124","20223","https://www.ncdc.noaa.gov/paleo/study/2124"
"206","Frosty Aspect Polygon 3","USFRS003","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1622,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2125","20224","https://www.ncdc.noaa.gov/paleo/study/2125"
"207","Frosty Aspect Polygon 4","USFRS004","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1299,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2126","20225","https://www.ncdc.noaa.gov/paleo/study/2126"
"208","Frosty Aspect Polygon 5","USFRS005","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1384,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2127","20226","https://www.ncdc.noaa.gov/paleo/study/2127"
"209","Frosty Aspect Polygon 6","USFRS006","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1368,2002,48.62,-118.93,NA,"LAOC, PIPO",NA,NA,2005,"2128","20227","https://www.ncdc.noaa.gov/paleo/study/2128"
"210","Frosty Aspect Polygon 7","USFRS007","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1482,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2129","20228","https://www.ncdc.noaa.gov/paleo/study/2129"
"211","Frosty Aspect Polygon 8","USFRS008","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1570,2002,48.62,-118.93,NA,"LAOC, PIPO, PSME",NA,NA,2008,"2130","20229","https://www.ncdc.noaa.gov/paleo/study/2130"
"212","Nile Creek Aspect Polygon 1","USNIL001","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1448,1996,46.87,-121.08,NA,"PIPO",NA,NA,2005,"2131","20230","https://www.ncdc.noaa.gov/paleo/study/2131"
"213","Nile Creek Aspect Polygon 10","USNIL010","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1408,1996,46.87,-121.08,NA,"PIPO, PSME",NA,NA,2008,"2132","20231","https://www.ncdc.noaa.gov/paleo/study/2132"
"214","Nile Creek Aspect Polygon 11","USNIL011","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1360,1996,46.87,-121.08,NA,"PIPO",NA,NA,2008,"2133","20232","https://www.ncdc.noaa.gov/paleo/study/2133"
"215","Nile Creek Aspect Polygon 2","USNIL002","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1449,1996,46.87,-121.08,NA,"PIPO",NA,NA,2008,"2134","20233","https://www.ncdc.noaa.gov/paleo/study/2134"
"216","Nile Creek Aspect Polygon 3","USNIL003","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1531,1996,46.87,-121.08,NA,"PIPO",NA,NA,2008,"2135","20234","https://www.ncdc.noaa.gov/paleo/study/2135"
"217","Nile Creek Aspect Polygon 4","USNIL004","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1463,1996,46.87,-121.08,NA,"PIPO",NA,NA,2005,"2136","20235","https://www.ncdc.noaa.gov/paleo/study/2136"
"218","Nile Creek Aspect Polygon 5","USNIL005","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1493,1996,46.87,-121.08,NA,"PIPO",NA,NA,2005,"2137","20236","https://www.ncdc.noaa.gov/paleo/study/2137"
"219","Nile Creek Aspect Polygon 6","USNIL006","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1472,1996,46.87,-121.08,NA,"PIPO",NA,NA,2008,"2138","20237","https://www.ncdc.noaa.gov/paleo/study/2138"
"220","Nile Creek Aspect Polygon 7","USNIL007","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1404,1996,46.87,-121.08,NA,"PIPO",NA,NA,2008,"2139","20238","https://www.ncdc.noaa.gov/paleo/study/2139"
"221","Nile Creek Aspect Polygon 8","USNIL008","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1490,1996,46.87,-121.08,NA,"LAOC, PIPO",NA,NA,2008,"2140","20239","https://www.ncdc.noaa.gov/paleo/study/2140"
"222","Nile Creek Aspect Polygon 9","USNIL009","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1455,1996,46.87,-121.08,NA,"PIPO, PSME",NA,NA,2005,"2141","20240","https://www.ncdc.noaa.gov/paleo/study/2141"
"223","Quartzite Aspect Polygon 1","USQZT001","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1517,2000,48.28,-117.62,NA,"LAOC, PIPO",NA,NA,2008,"2142","20241","https://www.ncdc.noaa.gov/paleo/study/2142"
"224","Quartzite Aspect Polygon 2","USQZT002","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1465,2000,48.28,-117.62,NA,"LAOC, PIPO, THPL",NA,NA,2005,"2143","20242","https://www.ncdc.noaa.gov/paleo/study/2143"
"225","Quartzite Aspect Polygon 3","USQZT003","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1634,2000,48.28,-117.62,NA,"PIPO",NA,NA,2008,"2144","20243","https://www.ncdc.noaa.gov/paleo/study/2144"
"226","Quartzite Aspect Polygon 4","USQZT004","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1452,2000,48.28,-117.62,NA,"PIPO",NA,NA,2008,"2145","20244","https://www.ncdc.noaa.gov/paleo/study/2145"
"227","Quartzite Aspect Polygon 5","USQZT005","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1360,2000,48.28,-117.62,NA,"LAOC, PIPO",NA,NA,2008,"2146","20245","https://www.ncdc.noaa.gov/paleo/study/2146"
"228","Quartzite Aspect Polygon 6","USQZT006","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1494,2000,48.28,-117.62,NA,"LAOC, PIPO",NA,NA,2008,"2147","20246","https://www.ncdc.noaa.gov/paleo/study/2147"
"229","Quartzite Aspect Polygon 7","USQZT007","Everett, R.L.; Schellhaas, R.; Keenum, D.; Spurbeck, D.; Ohlson, P.",1421,2000,48.28,-117.62,NA,"PIPO",NA,NA,2008,"2148","20247","https://www.ncdc.noaa.gov/paleo/study/2148"
